xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playoff
0.47,0.47,0.47,298826.0,2477.56,242.89,164.7,592.9,82.99,1333.33,973.19,230.54,243.19,230.83,2375.0,1015.0,1291.0,4681.0,275.0,228.0,42.0,448.0,9.0,1163.0,1267.0,2100.0,3115.0,642.0,2386.0,1682.0,457.0,591.0,2547.0,575.0,268.0,72.38,70.32,100.19,97.0,93.0,85.0,4659.48,3390.0,3380.06,321.0,37.09,51.61,51.83,228.14,228.63,221.64,2800.45,272.6,186.99,687.39,95.04,1515.24,1109.73,258.81,273.6,259.8,2657.0,1210.0,1470.0,5337.0,273.0,279.0,36.0,544.0,12.0,1432.0,1327.0,2384.0,3594.0,710.0,2331.0,1644.0,510.0,587.0,2881.0,698.0,288.0,82.35,87.06,103.19,100.0,104.0,69.0,5368.43,3867.0,3890.95,302.0,41.77,56.52,56.52,257.85,258.83,250.21,0
0.56,0.59,0.58,298362.0,3003.31,285.86,196.43,761.79,104.08,1629.83,1180.0,270.79,287.62,272.44,2735.0,1423.0,1663.0,5821.0,277.0,312.0,35.0,617.0,11.0,1574.0,1367.0,2458.0,3881.0,601.0,2551.0,1383.0,621.0,680.0,3129.0,715.0,314.0,87.38,87.83,110.64,91.0,87.0,99.0,5889.97,4158.0,4194.99,313.0,43.44,56.71,56.74,272.56,274.05,266.64,2183.27,220.48,145.04,538.72,73.68,1144.27,854.81,209.31,219.39,208.28,2101.0,876.0,1022.0,3999.0,211.0,237.0,29.0,401.0,5.0,986.0,1137.0,1890.0,2766.0,605.0,2302.0,1743.0,557.0,699.0,2161.0,559.0,257.0,60.36,70.2,89.92,79.0,70.0,62.0,3957.2,2977.0,2954.5,373.0,32.23,51.4,51.4,201.31,200.37,195.39,1
0.5,0.52,0.51,296958.0,2628.02,274.6,179.92,639.14,90.21,1405.88,1006.38,259.09,275.46,259.95,2516.0,1082.0,1534.0,5132.0,264.0,321.0,38.0,493.0,12.0,1186.0,1322.0,2252.0,3334.0,627.0,2461.0,1667.0,563.0,644.0,2598.0,648.0,352.0,74.39,82.3,117.92,92.0,82.0,90.0,5137.69,3598.0,3603.33,310.0,40.18,73.52,73.58,241.13,242.0,234.94,2567.06,269.61,174.63,606.8,86.74,1374.01,1011.21,256.31,271.18,257.78,2458.0,1065.0,1229.0,4752.0,281.0,290.0,36.0,451.0,14.0,1189.0,1298.0,2177.0,3242.0,639.0,2136.0,1868.0,582.0,585.0,2522.0,673.0,328.0,70.22,83.64,115.75,89.0,85.0,107.0,4774.95,3523.0,3541.51,268.0,38.71,59.39,59.39,248.93,250.17,242.09,0
0.47,0.47,0.46,299481.0,2328.04,236.54,160.18,577.5,81.97,1253.74,909.08,222.18,235.95,221.64,2172.0,1047.0,1353.0,4572.0,216.0,294.0,32.0,382.0,17.0,1151.0,1159.0,1956.0,3003.0,560.0,2126.0,1879.0,628.0,700.0,2347.0,620.0,252.0,67.49,77.93,91.12,76.0,76.0,64.0,4542.9,3219.0,3206.46,399.0,35.83,62.89,62.98,209.38,208.9,201.65,2693.13,262.5,180.55,658.43,91.11,1455.01,1066.4,249.16,264.12,250.73,2503.0,1211.0,1542.0,5256.0,252.0,251.0,24.0,521.0,9.0,1305.0,1376.0,2251.0,3462.0,560.0,2431.0,1855.0,683.0,652.0,2774.0,639.0,301.0,78.45,80.82,103.23,93.0,96.0,63.0,5300.84,3714.0,3738.96,364.0,40.23,52.24,52.27,250.45,251.92,243.87,1
0.44,0.45,0.45,297099.0,2296.39,219.06,149.97,548.91,77.22,1234.67,926.17,208.71,217.74,207.45,2194.0,962.0,1175.0,4331.0,203.0,209.0,28.0,466.0,9.0,1083.0,1186.0,1991.0,2953.0,914.0,2115.0,1914.0,502.0,579.0,2364.0,535.0,257.0,66.37,66.66,86.03,70.0,60.0,73.0,4269.29,3156.0,3118.32,285.0,33.42,47.49,47.49,204.98,203.72,198.0,2799.24,281.69,193.7,664.79,94.3,1533.29,1089.3,266.21,284.82,269.24,2666.0,1192.0,1452.0,5310.0,293.0,281.0,40.0,541.0,12.0,1402.0,1329.0,2373.0,3565.0,741.0,2419.0,1588.0,526.0,657.0,2808.0,759.0,291.0,81.13,94.93,105.63,98.0,112.0,83.0,5412.35,3858.0,3921.8,306.0,43.73,60.45,60.45,264.92,267.83,258.66,0
0.48,0.5,0.5,297505.0,2609.81,249.63,175.74,619.0,86.49,1419.81,1040.34,239.81,249.11,239.32,2535.0,1056.0,1335.0,4926.0,244.0,237.0,31.0,507.0,14.0,1300.0,1289.0,2291.0,3347.0,641.0,2054.0,1786.0,542.0,491.0,2688.0,641.0,262.0,80.1,78.14,91.38,112.0,72.0,60.0,4895.03,3591.0,3571.78,247.0,38.89,49.68,49.68,238.83,238.28,232.17,2601.98,268.49,181.43,622.78,87.32,1399.92,997.07,253.99,270.95,256.32,2402.0,1155.0,1294.0,4851.0,243.0,295.0,28.0,475.0,9.0,1241.0,1294.0,2159.0,3314.0,601.0,2508.0,2077.0,566.0,554.0,2545.0,699.0,313.0,74.45,88.7,105.33,89.0,76.0,78.0,4903.35,3557.0,3590.7,263.0,40.47,60.28,60.28,248.67,250.67,241.85,0
0.47,0.47,0.47,298647.0,2449.8,238.92,163.65,584.77,81.86,1324.54,975.25,226.81,239.56,227.37,2370.0,999.0,1182.0,4551.0,234.0,228.0,26.0,511.0,10.0,1113.0,1273.0,2136.0,3135.0,550.0,2253.0,1653.0,726.0,621.0,2511.0,596.0,262.0,70.63,74.8,93.5,82.0,76.0,76.0,4544.72,3369.0,3371.47,348.0,36.86,51.45,51.52,224.27,224.75,218.56,2768.99,273.42,189.08,664.95,93.95,1493.91,1088.7,261.0,273.04,260.68,2637.0,1167.0,1346.0,5150.0,248.0,282.0,30.0,581.0,12.0,1318.0,1363.0,2389.0,3556.0,627.0,2262.0,1489.0,807.0,581.0,2753.0,763.0,288.0,76.14,95.38,101.9,77.0,92.0,79.0,5161.21,3804.0,3809.89,283.0,41.98,57.81,57.81,257.6,257.8,250.94,0
0.5,0.52,0.54,298612.0,2776.19,242.31,186.96,690.09,94.54,1509.15,1103.95,232.5,242.74,232.93,2708.0,1119.0,1425.0,5252.0,231.0,264.0,30.0,572.0,2.0,1305.0,1453.0,2477.0,3596.0,672.0,2321.0,2022.0,496.0,507.0,2942.0,624.0,261.0,79.76,78.21,84.34,95.0,78.0,58.0,5226.19,3827.0,3816.52,321.0,41.26,53.41,53.41,230.15,230.53,225.46,2384.73,238.06,160.64,579.79,80.95,1276.9,943.65,225.08,238.86,225.79,2225.0,1055.0,1637.0,4917.0,258.0,246.0,34.0,414.0,10.0,1155.0,1197.0,1967.0,3022.0,703.0,2351.0,1810.0,497.0,698.0,2430.0,580.0,270.0,67.41,74.05,96.6,106.0,81.0,71.0,4935.88,3280.0,3292.3,389.0,35.87,53.81,54.38,219.55,220.32,214.05,0
0.52,0.51,0.51,299754.0,2802.52,291.39,193.64,674.1,94.01,1494.54,1063.33,269.9,293.1,271.56,2671.0,1140.0,1435.0,5246.0,298.0,279.0,21.0,521.0,14.0,1342.0,1357.0,2373.0,3513.0,673.0,2478.0,2276.0,625.0,787.0,2715.0,756.0,340.0,77.92,95.57,117.9,111.0,106.0,81.0,5301.85,3811.0,3844.49,428.0,43.62,62.88,62.88,272.13,273.83,260.8,2641.23,264.68,180.27,643.93,90.21,1423.62,1025.29,252.27,264.58,252.21,2446.0,1182.0,1447.0,5075.0,261.0,279.0,31.0,485.0,10.0,1330.0,1263.0,2185.0,3367.0,681.0,2159.0,2527.0,592.0,748.0,2669.0,637.0,322.0,76.03,78.34,110.3,95.0,85.0,81.0,5040.38,3628.0,3615.91,457.0,40.34,61.95,62.09,242.92,242.75,236.45,1
0.48,0.48,0.47,297842.0,2450.11,248.07,167.77,584.96,82.06,1326.72,959.43,237.38,247.68,237.03,2275.0,1094.0,1281.0,4650.0,254.0,254.0,28.0,464.0,9.0,1181.0,1207.0,2021.0,3115.0,754.0,2113.0,1848.0,474.0,669.0,2492.0,584.0,293.0,70.97,72.86,104.25,89.0,79.0,86.0,4628.24,3369.0,3353.85,336.0,37.16,48.72,48.81,236.43,236.2,229.96,2739.13,273.42,187.9,660.8,94.19,1488.64,1081.06,257.56,275.0,259.13,2600.0,1186.0,1344.0,5130.0,274.0,265.0,30.0,562.0,9.0,1302.0,1374.0,2326.0,3512.0,733.0,2574.0,2009.0,538.0,629.0,2812.0,666.0,308.0,80.73,81.53,111.17,109.0,76.0,89.0,5174.24,3786.0,3822.23,305.0,42.27,54.14,54.14,261.56,262.86,252.98,0
0.5,0.47,0.48,300161.0,2475.73,255.98,174.56,576.9,83.71,1322.39,969.47,244.51,258.56,246.93,2399.0,984.0,1227.0,4610.0,263.0,264.0,35.0,430.0,14.0,1173.0,1239.0,2136.0,3120.0,708.0,2298.0,2257.0,516.0,698.0,2397.0,681.0,305.0,69.24,85.55,101.18,79.0,93.0,91.0,4684.95,3383.0,3430.48,314.0,38.94,57.78,57.78,237.14,239.2,233.61,2685.66,253.27,182.14,656.54,91.77,1439.72,1055.56,241.2,251.87,239.87,2505.0,1174.0,1418.0,5097.0,221.0,265.0,44.0,582.0,19.0,1332.0,1260.0,2284.0,3458.0,652.0,2344.0,2381.0,659.0,688.0,2753.0,624.0,302.0,76.87,78.65,97.75,68.0,65.0,88.0,5026.36,3679.0,3638.8,306.0,40.8,56.94,56.94,237.13,235.84,229.53,1
0.57,0.55,0.55,298146.0,2891.26,310.61,201.69,672.2,95.93,1511.5,1128.06,294.39,311.53,295.31,2768.0,1152.0,1455.0,5375.0,292.0,311.0,36.0,534.0,7.0,1441.0,1335.0,2476.0,3628.0,682.0,2514.0,1871.0,707.0,807.0,2727.0,817.0,376.0,81.48,102.54,126.59,85.0,120.0,87.0,5415.03,3920.0,3942.79,442.0,45.06,71.14,71.18,284.49,285.56,276.64,2381.68,230.52,157.77,576.11,80.2,1283.97,937.5,220.03,230.84,220.34,2307.0,960.0,1194.0,4461.0,236.0,216.0,29.0,475.0,13.0,1143.0,1184.0,2071.0,3031.0,625.0,2209.0,2169.0,670.0,737.0,2403.0,621.0,243.0,70.93,75.62,83.97,84.0,82.0,70.0,4448.63,3267.0,3266.37,421.0,34.95,47.11,47.22,218.24,218.6,212.43,1
0.57,0.56,0.55,298230.0,2881.69,304.96,197.85,692.9,97.55,1547.2,1113.55,281.47,306.77,283.17,2766.0,1188.0,1670.0,5624.0,265.0,317.0,38.0,586.0,11.0,1462.0,1313.0,2501.0,3689.0,856.0,2426.0,2341.0,564.0,681.0,2928.0,665.0,361.0,81.63,83.92,139.4,86.0,85.0,94.0,5681.89,3954.0,3991.4,367.0,44.85,68.39,68.39,281.41,282.83,266.38,2370.99,230.76,159.44,578.28,82.07,1276.74,945.72,219.96,229.72,219.0,2280.0,993.0,1126.0,4399.0,198.0,249.0,31.0,448.0,7.0,1140.0,1231.0,2082.0,3075.0,810.0,2306.0,2198.0,462.0,754.0,2414.0,579.0,280.0,66.43,71.3,93.03,62.0,56.0,80.0,4351.8,3273.0,3245.7,393.0,35.76,52.98,53.08,213.44,212.73,206.61,1
0.4,0.43,0.42,298209.0,2226.33,205.42,151.06,551.84,77.17,1211.14,878.4,196.33,203.12,194.09,2069.0,1006.0,1295.0,4370.0,180.0,241.0,20.0,416.0,3.0,1068.0,1167.0,1889.0,2895.0,668.0,2300.0,1873.0,544.0,451.0,2303.0,539.0,233.0,63.29,67.86,74.26,73.0,65.0,42.0,4283.67,3075.0,3031.56,254.0,33.39,46.37,46.37,192.44,190.52,185.09,3019.24,313.38,213.19,710.14,101.74,1669.67,1182.88,294.46,318.48,299.28,2881.0,1310.0,1635.0,5826.0,326.0,336.0,50.0,622.0,7.0,1528.0,1372.0,2555.0,3865.0,576.0,2391.0,1454.0,603.0,609.0,3058.0,765.0,368.0,91.35,94.05,127.98,124.0,108.0,94.0,5989.34,4191.0,4276.72,263.0,47.51,73.94,73.98,286.91,291.37,280.81,0
0.56,0.53,0.53,298927.0,2747.89,283.36,187.38,665.34,94.97,1490.41,1076.53,270.27,285.31,272.17,2588.0,1210.0,1503.0,5301.0,294.0,293.0,41.0,493.0,15.0,1349.0,1354.0,2294.0,3504.0,528.0,2617.0,1458.0,560.0,668.0,2761.0,719.0,318.0,81.83,88.81,112.73,110.0,88.0,96.0,5358.06,3798.0,3831.11,281.0,41.79,63.98,64.04,261.1,263.12,256.05,2489.5,226.51,161.85,607.91,83.12,1341.5,992.1,218.1,226.2,217.81,2350.0,1063.0,1327.0,4740.0,232.0,208.0,33.0,540.0,8.0,1160.0,1265.0,2118.0,3181.0,532.0,2228.0,2172.0,595.0,611.0,2567.0,606.0,240.0,70.13,75.25,81.13,79.0,85.0,68.0,4697.33,3413.0,3393.38,285.0,36.03,45.32,45.32,217.23,216.92,211.85,1
0.45,0.45,0.45,300787.0,2380.73,229.11,161.76,578.35,80.37,1283.95,942.45,219.13,229.35,219.33,2269.0,1007.0,1257.0,4533.0,232.0,234.0,31.0,452.0,14.0,1159.0,1185.0,2037.0,3044.0,755.0,2332.0,1805.0,463.0,788.0,2404.0,613.0,259.0,69.63,76.16,83.33,89.0,75.0,68.0,4518.7,3276.0,3269.09,554.0,35.95,51.7,51.7,213.36,213.4,208.53,2854.09,280.77,199.95,689.51,96.64,1551.41,1112.72,266.35,281.61,267.2,2738.0,1193.0,1605.0,5536.0,281.0,311.0,36.0,578.0,13.0,1401.0,1347.0,2457.0,3650.0,706.0,2200.0,1791.0,592.0,854.0,2933.0,677.0,321.0,83.61,85.9,111.26,101.0,99.0,81.0,5562.88,3931.0,3950.57,610.0,44.72,67.85,67.99,257.49,258.35,251.48,0
0.5,0.49,0.5,298515.0,2582.23,251.62,176.49,618.03,86.71,1395.64,1021.5,240.35,253.33,242.01,2548.0,1002.0,1432.0,4982.0,263.0,266.0,32.0,518.0,6.0,1261.0,1236.0,2285.0,3287.0,529.0,2314.0,2020.0,690.0,565.0,2617.0,641.0,292.0,76.05,78.48,97.09,94.0,83.0,86.0,5023.75,3550.0,3577.38,265.0,39.04,57.77,57.82,232.84,234.4,228.64,2609.95,248.13,176.92,640.99,89.8,1426.08,1034.09,236.08,248.2,236.15,2487.0,1129.0,1611.0,5227.0,243.0,263.0,30.0,487.0,6.0,1340.0,1277.0,2244.0,3373.0,597.0,2296.0,2135.0,616.0,562.0,2729.0,619.0,268.0,77.09,76.2,94.82,90.0,73.0,80.0,5219.78,3616.0,3616.81,282.0,39.29,53.61,53.64,233.77,233.83,226.27,1
0.5,0.51,0.52,297732.0,2726.17,251.34,181.43,670.67,92.5,1484.39,1090.67,241.88,250.65,241.21,2573.0,1198.0,1486.0,5257.0,253.0,268.0,31.0,551.0,18.0,1279.0,1402.0,2320.0,3518.0,669.0,2394.0,1748.0,621.0,811.0,2913.0,580.0,278.0,79.51,72.53,99.28,92.0,75.0,86.0,5221.64,3771.0,3751.0,401.0,40.41,51.47,51.5,240.24,239.66,233.72,2574.93,256.23,173.98,619.2,85.8,1377.17,1017.61,245.46,257.71,246.92,2438.0,1092.0,1479.0,5009.0,267.0,237.0,29.0,540.0,7.0,1218.0,1261.0,2171.0,3263.0,668.0,2428.0,1724.0,707.0,686.0,2580.0,669.0,281.0,72.94,83.25,100.04,112.0,76.0,79.0,5052.18,3530.0,3559.55,364.0,38.81,50.41,50.45,244.6,245.89,239.69,0
0.53,0.53,0.53,298577.0,2769.17,267.84,184.04,672.63,93.42,1488.77,1098.31,254.83,270.02,256.92,2616.0,1189.0,1389.0,5194.0,254.0,317.0,30.0,519.0,7.0,1356.0,1352.0,2362.0,3551.0,629.0,2328.0,1763.0,424.0,564.0,2837.0,650.0,318.0,77.49,81.43,108.93,86.0,88.0,80.0,5260.1,3805.0,3847.02,383.0,40.56,66.84,66.84,241.57,243.39,236.23,2423.61,234.97,169.8,573.35,80.85,1324.75,952.28,222.64,234.62,222.29,2297.0,1039.0,1356.0,4692.0,210.0,232.0,33.0,484.0,11.0,1189.0,1210.0,2087.0,3126.0,635.0,2273.0,2041.0,473.0,554.0,2464.0,612.0,260.0,68.84,75.65,90.48,73.0,71.0,66.0,4651.07,3336.0,3317.31,354.0,38.1,50.26,50.26,222.81,222.38,215.86,1
0.54,0.51,0.52,298066.0,2662.75,275.76,177.08,637.44,88.61,1423.85,1036.26,259.83,278.14,262.14,2480.0,1159.0,1324.0,4963.0,274.0,274.0,32.0,543.0,8.0,1192.0,1348.0,2206.0,3365.0,431.0,2332.0,1488.0,401.0,1304.0,2625.0,676.0,338.0,77.74,83.76,114.25,93.0,97.0,84.0,5025.8,3639.0,3678.18,599.0,38.98,58.29,58.31,256.44,258.63,249.08,2467.91,232.08,162.86,606.62,83.86,1341.14,967.43,219.34,231.82,219.09,2141.0,1253.0,1395.0,4789.0,214.0,267.0,36.0,454.0,6.0,1183.0,1270.0,1927.0,3180.0,463.0,2294.0,1918.0,386.0,1265.0,2534.0,598.0,262.0,72.61,74.27,85.21,80.0,69.0,65.0,4758.7,3394.0,3382.52,590.0,35.82,56.59,56.83,211.07,210.81,204.32,1
0.49,0.47,0.48,297635.0,2498.87,261.11,168.13,595.97,83.33,1342.19,967.26,247.42,262.62,248.87,2298.0,1120.0,1240.0,4658.0,267.0,243.0,28.0,464.0,5.0,1030.0,1409.0,2031.0,3151.0,618.0,2433.0,1962.0,378.0,1234.0,2487.0,626.0,305.0,71.21,78.74,111.16,88.0,95.0,84.0,4684.16,3418.0,3438.69,610.0,37.59,52.05,52.33,246.37,247.55,239.5,2672.42,266.66,177.42,657.52,90.63,1461.9,1048.86,251.32,266.57,251.24,2406.0,1297.0,1496.0,5199.0,229.0,291.0,27.0,516.0,2.0,1219.0,1446.0,2177.0,3474.0,603.0,2094.0,1711.0,381.0,1189.0,2765.0,634.0,304.0,76.34,79.56,110.77,84.0,76.0,69.0,5172.54,3703.0,3699.71,536.0,39.43,58.63,58.81,247.28,247.26,239.04,1
0.5,0.48,0.48,298584.0,2433.85,237.43,162.04,581.56,81.93,1334.81,975.24,223.81,238.41,224.71,2264.0,1109.0,1275.0,4648.0,225.0,248.0,24.0,408.0,8.0,1063.0,1421.0,2039.0,3148.0,588.0,2081.0,1645.0,407.0,1224.0,2529.0,589.0,255.0,69.33,73.38,94.73,81.0,73.0,71.0,4657.7,3373.0,3383.53,581.0,35.94,53.99,53.99,219.39,219.97,213.35,2631.92,238.14,173.61,642.94,88.61,1465.49,1038.26,226.23,239.4,227.44,2428.0,1220.0,1455.0,5103.0,236.0,231.0,31.0,505.0,6.0,1127.0,1543.0,2192.0,3412.0,580.0,2375.0,1604.0,349.0,1229.0,2777.0,616.0,255.0,77.09,75.43,85.62,82.0,82.0,72.0,5118.85,3648.0,3660.37,542.0,38.38,49.87,49.92,226.54,227.52,220.49,1
0.51,0.48,0.5,299715.0,2437.06,250.11,169.0,585.09,82.87,1306.71,941.22,237.54,250.61,237.96,2213.0,1122.0,1245.0,4580.0,232.0,261.0,30.0,454.0,6.0,957.0,1425.0,1981.0,3103.0,552.0,2251.0,1727.0,430.0,1289.0,2410.0,631.0,294.0,69.98,80.48,99.65,89.0,81.0,62.0,4551.17,3335.0,3325.15,606.0,37.22,56.72,56.72,230.6,230.36,225.03,2437.97,237.21,159.51,584.11,81.45,1309.75,981.96,227.53,239.25,229.48,2210.0,1144.0,1584.0,4938.0,283.0,230.0,27.0,407.0,9.0,1036.0,1389.0,1927.0,3071.0,576.0,2258.0,1727.0,428.0,1244.0,2480.0,628.0,246.0,72.66,78.02,86.53,113.0,95.0,75.0,5006.33,3354.0,3395.95,581.0,34.96,54.73,54.89,217.28,219.32,214.98,0
0.48,0.5,0.49,298327.0,2553.68,255.23,171.83,617.59,85.45,1386.51,993.4,240.3,255.62,240.68,2280.0,1230.0,1350.0,4860.0,265.0,255.0,30.0,479.0,9.0,1067.0,1435.0,2015.0,3245.0,699.0,2303.0,1736.0,382.0,1197.0,2622.0,606.0,282.0,76.77,74.78,103.69,115.0,81.0,69.0,4860.45,3510.0,3511.64,574.0,38.31,57.09,57.09,236.46,236.76,229.89,2617.39,277.47,176.35,627.88,87.5,1413.25,1021.57,262.43,277.38,262.37,2371.0,1233.0,1305.0,4909.0,287.0,279.0,46.0,472.0,15.0,1179.0,1372.0,2084.0,3317.0,678.0,2512.0,1798.0,440.0,1197.0,2589.0,684.0,331.0,74.83,86.03,116.62,89.0,99.0,99.0,4899.57,3604.0,3605.05,559.0,39.27,59.06,59.76,256.98,257.04,249.24,0
0.49,0.51,0.51,300119.0,2605.3,241.84,168.72,658.06,89.82,1427.64,1033.92,229.87,242.26,230.26,2414.0,1206.0,1584.0,5204.0,220.0,231.0,27.0,553.0,11.0,1130.0,1475.0,2194.0,3400.0,662.0,2321.0,1908.0,435.0,1285.0,2788.0,554.0,278.0,75.66,69.35,96.84,89.0,58.0,73.0,5182.75,3620.0,3617.45,605.0,37.35,46.37,46.37,232.83,232.97,225.13,2553.2,252.7,168.67,622.66,86.37,1376.37,1004.3,242.11,254.21,243.56,2372.0,1140.0,1441.0,4953.0,236.0,241.0,30.0,574.0,13.0,1094.0,1354.0,2136.0,3276.0,680.0,2698.0,1651.0,443.0,1349.0,2586.0,666.0,260.0,74.56,83.62,94.52,78.0,91.0,67.0,4984.56,3512.0,3531.22,638.0,37.73,52.95,52.98,237.4,238.53,233.32,0
0.43,0.46,0.46,298395.0,2394.28,222.67,161.8,581.21,80.89,1313.98,931.47,210.57,221.1,209.05,2203.0,1089.0,1336.0,4628.0,208.0,238.0,28.0,426.0,6.0,1107.0,1307.0,1995.0,3084.0,675.0,2247.0,1818.0,365.0,1226.0,2473.0,572.0,247.0,69.05,69.62,83.98,87.0,61.0,60.0,4544.88,3292.0,3254.35,573.0,36.34,51.67,51.67,207.33,205.85,199.58,2835.7,295.14,196.17,684.45,96.55,1538.66,1100.04,279.09,298.9,282.63,2607.0,1304.0,1560.0,5471.0,310.0,344.0,38.0,473.0,11.0,1278.0,1495.0,2297.0,3601.0,648.0,2428.0,1663.0,391.0,1254.0,2849.0,708.0,354.0,83.74,87.42,123.97,126.0,92.0,92.0,5601.19,3911.0,3978.91,564.0,43.58,73.8,73.8,264.92,268.16,260.31,0
0.48,0.49,0.49,298815.0,2556.08,245.17,168.54,628.67,87.06,1353.43,1010.15,230.45,245.66,230.96,2382.0,1111.0,1376.0,4869.0,267.0,291.0,31.0,522.0,8.0,1066.0,1339.0,2115.0,3226.0,624.0,2237.0,1656.0,391.0,1241.0,2594.0,603.0,296.0,70.64,75.08,99.44,101.0,103.0,63.0,4879.58,3493.0,3499.46,579.0,37.09,63.98,63.98,218.27,218.66,211.93,2687.33,266.73,181.82,649.74,90.98,1462.04,1038.69,253.03,267.59,253.81,2453.0,1237.0,1473.0,5163.0,267.0,302.0,35.0,458.0,11.0,1184.0,1468.0,2186.0,3423.0,555.0,2445.0,1611.0,405.0,1267.0,2684.0,701.0,305.0,77.59,88.39,100.75,101.0,94.0,72.0,5175.58,3690.0,3705.14,595.0,40.28,65.83,65.9,241.12,241.87,234.84,0
0.46,0.47,0.47,298913.0,2355.95,241.22,155.79,561.49,79.78,1270.44,936.28,232.1,240.36,231.23,2095.0,1150.0,1327.0,4572.0,243.0,214.0,29.0,423.0,12.0,1066.0,1287.0,1852.0,3002.0,678.0,2319.0,1987.0,392.0,1156.0,2305.0,690.0,250.0,70.66,84.82,85.74,96.0,76.0,71.0,4541.83,3245.0,3228.09,500.0,34.41,44.13,44.91,230.72,229.6,223.79,2701.05,284.79,181.17,642.25,90.6,1437.79,1032.39,267.4,287.53,269.99,2383.0,1286.0,1568.0,5237.0,261.0,291.0,31.0,501.0,5.0,1125.0,1486.0,2122.0,3408.0,630.0,2246.0,1781.0,402.0,1153.0,2612.0,726.0,331.0,78.14,91.1,115.54,97.0,100.0,64.0,5280.03,3669.0,3701.1,542.0,40.41,66.21,66.32,258.89,261.09,253.31,1
0.52,0.52,0.52,299653.0,2660.36,272.69,169.96,648.61,89.31,1426.98,1025.51,260.74,273.64,261.69,2342.0,1292.0,1448.0,5082.0,240.0,264.0,27.0,470.0,10.0,1233.0,1417.0,2102.0,3394.0,711.0,2482.0,1467.0,384.0,1414.0,2588.0,747.0,299.0,76.53,91.09,105.08,79.0,87.0,74.0,5108.09,3634.0,3655.43,665.0,37.44,54.86,54.86,255.2,256.16,250.11,2478.32,250.26,160.44,601.57,83.24,1307.82,967.67,239.85,250.58,240.18,2272.0,1099.0,1381.0,4752.0,247.0,226.0,39.0,472.0,7.0,1140.0,1279.0,2025.0,3124.0,665.0,2331.0,1924.0,406.0,1249.0,2427.0,683.0,261.0,71.29,84.0,94.98,81.0,80.0,86.0,4750.01,3371.0,3369.72,575.0,35.77,50.14,50.17,235.85,236.27,230.05,0
