xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playoff
0.47,0.46,0.47,299478.0,2011.94,191.37,134.47,453.61,65.05,1116.51,820.99,184.21,191.52,184.34,2004.0,778.0,813.0,3595.0,182.0,125.0,32.0,471.0,77.0,816.0,1111.0,1822.0,2600.0,718.0,2183.0,1840.0,463.0,509.0,2046.0,547.0,189.0,59.69,65.57,66.13,53.0,50.0,79.0,3587.05,2782.0,2773.15,294.0,29.99,31.83,34.74,186.62,186.57,182.92,2304.11,218.33,155.9,513.66,75.0,1277.79,941.32,210.39,218.96,211.02,2349.0,833.0,1054.0,4236.0,202.0,145.0,28.0,585.0,89.0,983.0,1178.0,2147.0,2980.0,706.0,2518.0,1858.0,495.0,532.0,2340.0,634.0,208.0,69.0,75.85,73.5,69.0,63.0,70.0,4246.03,3182.0,3194.59,273.0,34.75,33.67,35.41,217.67,218.31,213.13,0
0.52,0.49,0.49,298710.0,2359.12,220.6,163.59,541.9,76.49,1320.42,954.0,209.64,221.42,210.39,2375.0,902.0,1102.0,4379.0,213.0,194.0,41.0,575.0,98.0,1007.0,1190.0,2162.0,3064.0,525.0,2591.0,1406.0,503.0,557.0,2423.0,641.0,213.0,67.14,76.46,76.99,58.0,72.0,83.0,4387.76,3277.0,3283.88,314.0,36.47,44.92,45.34,211.72,212.29,205.69,2387.42,201.93,163.27,548.39,77.41,1350.7,1009.31,194.28,202.05,194.43,2347.0,1004.0,1209.0,4560.0,204.0,167.0,31.0,576.0,95.0,1020.0,1289.0,2143.0,3147.0,644.0,2342.0,1639.0,433.0,511.0,2572.0,611.0,168.0,71.45,73.73,56.74,71.0,69.0,64.0,4550.73,3351.0,3352.93,291.0,35.77,34.3,35.39,202.32,202.47,198.07,1
0.5,0.51,0.51,300755.0,2543.42,240.96,170.72,585.43,83.2,1408.44,1066.26,230.72,240.39,230.17,2542.0,1013.0,1348.0,4903.0,211.0,195.0,36.0,683.0,85.0,1119.0,1262.0,2331.0,3344.0,816.0,2530.0,2196.0,455.0,687.0,2656.0,636.0,263.0,72.59,76.11,92.27,56.0,72.0,83.0,4871.81,3555.0,3543.32,455.0,38.31,47.87,47.92,231.35,230.93,225.02,2477.21,236.62,164.47,574.6,80.29,1332.43,1017.65,226.4,238.36,228.08,2519.0,888.0,1309.0,4716.0,210.0,209.0,39.0,667.0,89.0,967.0,1265.0,2309.0,3197.0,825.0,2431.0,2181.0,533.0,735.0,2527.0,644.0,236.0,73.52,79.51,83.58,55.0,75.0,80.0,4744.81,3407.0,3428.96,455.0,36.47,46.82,49.0,224.01,225.28,219.64,1
0.51,0.52,0.51,299792.0,2658.51,254.52,184.12,612.18,89.44,1486.16,1075.64,243.61,253.16,242.32,2515.0,1188.0,1333.0,5036.0,192.0,196.0,41.0,633.0,105.0,1235.0,1342.0,2323.0,3511.0,694.0,2617.0,2119.0,669.0,626.0,2720.0,732.0,251.0,77.98,89.48,87.05,52.0,62.0,78.0,4973.34,3703.0,3669.07,411.0,41.24,41.81,44.8,250.9,249.31,242.91,2534.21,242.03,169.08,582.83,82.99,1405.96,1040.1,232.75,244.53,235.16,2503.0,1020.0,1035.0,4558.0,240.0,144.0,40.0,655.0,101.0,1140.0,1243.0,2263.0,3283.0,676.0,2556.0,2143.0,630.0,722.0,2585.0,735.0,203.0,76.66,88.48,76.88,81.0,86.0,73.0,4622.93,3523.0,3564.4,440.0,37.21,36.08,38.95,240.27,242.86,238.18,0
0.5,0.49,0.5,300303.0,2390.97,221.93,161.92,537.83,78.73,1320.14,1033.46,214.36,222.54,214.94,2412.0,942.0,1250.0,4604.0,227.0,142.0,41.0,630.0,83.0,1020.0,1252.0,2185.0,3127.0,654.0,2331.0,2311.0,623.0,818.0,2539.0,613.0,202.0,73.94,74.99,73.0,76.0,73.0,78.0,4620.07,3354.0,3362.33,481.0,35.6,34.35,35.71,221.82,222.15,217.68,2445.19,226.16,168.38,549.4,80.12,1363.04,1020.92,217.06,226.21,217.12,2496.0,912.0,1322.0,4730.0,211.0,159.0,41.0,563.0,69.0,1065.0,1341.0,2285.0,3197.0,657.0,2323.0,2043.0,639.0,724.0,2545.0,677.0,186.0,76.18,82.69,67.29,73.0,61.0,77.0,4718.54,3408.0,3409.6,402.0,37.05,34.6,35.56,227.64,227.71,221.83,1
0.48,0.49,0.48,298912.0,2376.36,220.57,164.87,544.28,76.41,1313.19,962.76,212.29,219.74,211.47,2387.0,896.0,1230.0,4513.0,199.0,163.0,31.0,558.0,70.0,1036.0,1257.0,2188.0,3084.0,696.0,2429.0,1818.0,564.0,881.0,2432.0,642.0,209.0,70.39,79.63,70.54,53.0,74.0,72.0,4471.25,3283.0,3259.35,574.0,36.39,36.7,38.74,218.15,217.22,212.99,2541.14,237.88,173.72,582.08,81.99,1428.47,1044.86,229.56,239.81,231.4,2549.0,1000.0,1233.0,4782.0,242.0,176.0,31.0,592.0,99.0,1187.0,1253.0,2307.0,3307.0,669.0,2549.0,2014.0,529.0,854.0,2664.0,665.0,220.0,78.25,79.91,79.73,84.0,82.0,76.0,4829.53,3549.0,3580.36,491.0,38.47,40.17,40.38,235.97,237.65,232.28,0
0.49,0.51,0.5,298283.0,2414.53,227.63,166.19,548.49,77.23,1347.95,998.5,219.9,227.45,219.74,2429.0,937.0,1192.0,4558.0,212.0,164.0,30.0,544.0,60.0,1086.0,1300.0,2217.0,3154.0,818.0,2257.0,2103.0,550.0,766.0,2460.0,691.0,215.0,72.95,84.7,69.99,61.0,81.0,70.0,4548.03,3366.0,3366.79,563.0,36.66,33.67,34.14,230.16,230.11,225.41,2410.3,241.55,168.88,548.81,77.19,1331.53,963.03,229.4,243.24,231.04,2423.0,908.0,1133.0,4464.0,236.0,179.0,45.0,588.0,71.0,1060.0,1197.0,2187.0,3095.0,763.0,2572.0,1655.0,488.0,870.0,2442.0,625.0,264.0,70.49,77.48,93.58,58.0,75.0,103.0,4495.53,3331.0,3351.75,643.0,37.79,43.96,44.66,234.67,236.14,228.93,0
0.55,0.52,0.53,298622.0,2557.39,230.08,170.58,580.77,82.69,1423.5,1080.37,223.11,231.48,224.46,2485.0,1083.0,1170.0,4738.0,215.0,177.0,37.0,557.0,91.0,1148.0,1380.0,2270.0,3353.0,883.0,2497.0,2234.0,428.0,802.0,2751.0,615.0,202.0,75.4,75.4,79.28,60.0,73.0,82.0,4772.89,3568.0,3592.58,421.0,37.7,41.49,43.39,224.4,225.6,220.85,2280.61,189.51,156.11,524.6,75.4,1298.67,961.7,183.76,189.1,183.36,2259.0,947.0,1178.0,4384.0,188.0,126.0,26.0,505.0,78.0,1072.0,1237.0,2071.0,3018.0,805.0,2310.0,2060.0,494.0,879.0,2514.0,527.0,165.0,68.53,63.8,57.18,67.0,67.0,54.0,4354.89,3206.0,3189.73,488.0,34.59,26.04,26.69,197.4,197.01,192.82,1
0.48,0.48,0.47,300215.0,2333.74,225.16,156.81,537.21,76.59,1288.5,967.73,215.55,224.55,214.96,2325.0,927.0,1223.0,4475.0,230.0,169.0,30.0,519.0,77.0,1019.0,1238.0,2095.0,3022.0,770.0,2519.0,2262.0,585.0,755.0,2402.0,629.0,221.0,69.2,78.45,77.51,77.0,71.0,82.0,4436.74,3252.0,3230.19,467.0,34.53,36.85,37.26,222.41,221.84,215.93,2638.28,245.06,181.96,601.82,85.23,1476.42,1081.56,237.61,246.03,238.56,2688.0,985.0,1196.0,4869.0,241.0,182.0,43.0,612.0,100.0,1174.0,1364.0,2447.0,3432.0,743.0,2464.0,1948.0,566.0,808.0,2752.0,694.0,227.0,81.07,84.76,79.23,64.0,78.0,99.0,4900.71,3673.0,3700.23,517.0,40.24,40.95,42.35,242.9,243.87,239.5,0
0.49,0.49,0.49,298393.0,2376.83,216.07,166.09,547.18,76.81,1327.48,960.37,207.28,215.9,207.14,2398.0,896.0,1238.0,4532.0,229.0,162.0,32.0,601.0,66.0,1003.0,1233.0,2169.0,3065.0,620.0,2411.0,1700.0,573.0,804.0,2463.0,631.0,200.0,70.05,75.71,70.31,70.0,85.0,74.0,4517.34,3294.0,3287.96,438.0,36.69,36.75,37.46,215.3,215.28,210.01,2459.24,223.81,166.81,560.74,78.67,1337.34,1015.64,216.73,224.75,217.66,2377.0,1006.0,1320.0,4703.0,257.0,170.0,42.0,542.0,66.0,969.0,1379.0,2120.0,3126.0,696.0,2550.0,1353.0,566.0,680.0,2531.0,638.0,214.0,70.92,78.06,74.83,69.0,99.0,89.0,4721.59,3383.0,3394.7,369.0,36.6,38.03,38.86,221.55,222.26,218.46,0
0.53,0.52,0.52,298104.0,2700.22,258.0,183.33,625.75,87.55,1498.26,1094.12,247.38,258.6,247.98,2626.0,1121.0,1343.0,5090.0,265.0,196.0,40.0,604.0,97.0,1243.0,1342.0,2361.0,3482.0,671.0,2597.0,1556.0,575.0,872.0,2813.0,661.0,273.0,80.64,80.28,97.06,84.0,80.0,101.0,5102.26,3747.0,3754.01,455.0,40.33,42.21,43.43,254.89,255.51,248.92,2461.81,227.61,169.27,565.68,80.96,1371.39,1022.16,218.23,227.63,218.31,2372.0,1066.0,1224.0,4662.0,228.0,183.0,39.0,504.0,82.0,1142.0,1300.0,2144.0,3210.0,685.0,2577.0,1847.0,549.0,743.0,2525.0,699.0,214.0,68.52,84.99,74.1,74.0,76.0,78.0,4652.92,3438.0,3434.16,410.0,37.61,40.7,40.74,224.41,224.55,218.74,1
0.51,0.51,0.51,298428.0,2476.2,222.22,168.95,581.27,80.99,1363.83,1015.74,213.61,222.88,214.3,2505.0,928.0,1280.0,4713.0,216.0,191.0,38.0,575.0,97.0,1150.0,1204.0,2289.0,3217.0,694.0,2621.0,1933.0,496.0,885.0,2610.0,597.0,226.0,71.78,72.83,77.62,78.0,68.0,70.0,4715.23,3433.0,3440.82,702.0,37.23,42.29,42.29,217.16,218.05,213.3,2373.15,216.91,163.09,550.96,77.7,1316.79,979.55,210.57,217.35,211.0,2408.0,897.0,1144.0,4449.0,233.0,188.0,42.0,612.0,100.0,999.0,1173.0,2175.0,3072.0,692.0,2586.0,2394.0,446.0,939.0,2494.0,591.0,220.0,70.78,72.07,74.06,67.0,76.0,90.0,4472.09,3305.0,3316.84,726.0,36.19,37.93,38.73,214.36,214.67,210.93,0
0.47,0.48,0.47,297373.0,2291.02,201.11,158.01,530.45,75.9,1276.36,957.24,192.71,201.03,192.66,2266.0,934.0,1157.0,4357.0,208.0,191.0,54.0,545.0,77.0,970.0,1209.0,2058.0,2992.0,819.0,2762.0,1815.0,483.0,465.0,2441.0,563.0,196.0,63.45,67.54,70.11,67.0,58.0,83.0,4334.3,3200.0,3188.27,241.0,35.28,43.27,44.61,191.72,191.6,187.78,2598.17,227.34,176.66,596.01,85.38,1464.58,1089.09,221.47,228.1,222.2,2541.0,1099.0,1150.0,4790.0,244.0,176.0,32.0,619.0,90.0,1154.0,1357.0,2297.0,3396.0,797.0,2288.0,1924.0,445.0,576.0,2796.0,636.0,208.0,76.69,76.51,74.15,66.0,94.0,84.0,4820.14,3640.0,3658.21,307.0,38.89,36.79,38.58,227.59,228.33,224.56,0
0.49,0.5,0.5,300304.0,2432.35,215.45,165.95,557.8,77.48,1350.87,1024.45,208.84,217.69,211.0,2474.0,918.0,1103.0,4495.0,219.0,174.0,38.0,578.0,80.0,1069.0,1272.0,2255.0,3173.0,777.0,2579.0,1937.0,504.0,445.0,2578.0,630.0,184.0,76.11,74.47,64.87,65.0,78.0,76.0,4532.21,3392.0,3418.57,242.0,36.21,35.32,36.92,214.74,216.39,212.72,2420.88,223.65,168.53,549.09,77.29,1345.05,966.4,212.81,223.71,212.84,2441.0,889.0,1127.0,4457.0,197.0,163.0,28.0,651.0,87.0,1002.0,1230.0,2244.0,3133.0,711.0,2452.0,1856.0,504.0,587.0,2494.0,613.0,223.0,72.01,73.76,77.88,66.0,67.0,64.0,4443.54,3330.0,3322.46,332.0,38.06,36.08,37.4,224.31,224.07,216.81,1
0.51,0.49,0.5,298454.0,2469.58,231.68,164.92,563.51,81.5,1365.86,1030.54,222.63,232.68,223.63,2438.0,1000.0,1074.0,4512.0,253.0,168.0,43.0,556.0,86.0,1053.0,1322.0,2185.0,3185.0,579.0,2353.0,1715.0,647.0,859.0,2566.0,656.0,216.0,72.48,78.99,80.2,83.0,82.0,88.0,4518.21,3438.0,3443.69,467.0,36.43,39.92,40.69,227.42,228.53,223.11,2461.44,220.38,164.27,568.01,81.39,1379.9,1027.05,211.98,220.5,212.09,2465.0,976.0,1244.0,4685.0,216.0,170.0,39.0,573.0,81.0,1101.0,1300.0,2249.0,3225.0,614.0,2511.0,1683.0,531.0,827.0,2586.0,667.0,188.0,72.64,81.36,66.39,68.0,78.0,70.0,4675.51,3441.0,3437.37,445.0,35.83,41.08,41.95,214.27,214.31,209.92,1
0.49,0.5,0.5,298436.0,2362.22,218.54,162.89,534.79,76.11,1330.11,979.56,211.84,219.14,212.47,2389.0,913.0,1195.0,4497.0,222.0,157.0,41.0,578.0,87.0,1010.0,1248.0,2167.0,3080.0,828.0,2432.0,1550.0,644.0,805.0,2442.0,642.0,218.0,68.1,76.3,74.13,71.0,77.0,74.0,4501.48,3302.0,3306.19,445.0,35.98,36.81,38.0,216.5,217.16,213.31,2382.05,231.98,164.46,539.85,77.57,1334.27,968.87,223.7,232.9,224.59,2356.0,961.0,1111.0,4428.0,219.0,177.0,36.0,654.0,99.0,931.0,1237.0,2137.0,3098.0,787.0,2538.0,1289.0,570.0,708.0,2462.0,634.0,221.0,69.89,78.78,83.31,61.0,86.0,72.0,4432.45,3317.0,3326.68,393.0,36.61,43.9,46.89,221.69,222.52,218.91,1
0.52,0.55,0.55,298709.0,2655.56,230.34,179.33,623.61,86.29,1485.62,1084.82,221.28,229.4,220.4,2554.0,1136.0,1321.0,5011.0,199.0,219.0,39.0,643.0,133.0,1164.0,1332.0,2355.0,3491.0,686.0,2512.0,2323.0,317.0,728.0,2794.0,686.0,210.0,77.58,83.79,68.97,67.0,67.0,65.0,4970.83,3690.0,3661.89,496.0,39.44,47.39,48.66,221.11,220.51,215.64,2220.57,209.6,149.91,504.92,70.51,1221.17,905.89,202.89,211.38,204.61,2120.0,942.0,1077.0,4139.0,201.0,152.0,35.0,486.0,88.0,909.0,1226.0,1919.0,2861.0,676.0,2436.0,2141.0,391.0,811.0,2244.0,631.0,187.0,65.61,76.63,67.37,63.0,64.0,74.0,4178.95,3062.0,3093.25,560.0,33.03,34.08,34.45,208.19,209.69,206.08,0
0.52,0.5,0.5,298787.0,2477.77,226.13,171.32,564.0,82.69,1378.62,1034.24,216.87,226.85,217.6,2426.0,1031.0,1122.0,4579.0,220.0,207.0,46.0,534.0,84.0,1111.0,1301.0,2206.0,3237.0,884.0,2687.0,2146.0,411.0,766.0,2640.0,604.0,213.0,74.77,75.41,75.95,63.0,81.0,76.0,4607.5,3457.0,3476.39,417.0,37.9,43.66,44.67,219.36,220.1,215.13,2502.48,208.95,174.99,575.37,83.77,1428.17,1039.76,202.06,208.83,201.93,2430.0,1081.0,1148.0,4659.0,197.0,177.0,33.0,622.0,101.0,1149.0,1265.0,2233.0,3314.0,798.0,2226.0,1766.0,494.0,877.0,2690.0,657.0,164.0,73.71,79.13,56.1,57.0,81.0,59.0,4630.58,3511.0,3495.77,463.0,38.73,35.72,37.33,210.34,210.23,205.91,1
0.5,0.49,0.49,297890.0,2395.69,238.08,166.57,537.57,77.58,1347.34,978.92,228.65,238.55,229.14,2448.0,913.0,1071.0,4432.0,246.0,170.0,43.0,511.0,84.0,1068.0,1283.0,2202.0,3115.0,767.0,2364.0,1906.0,592.0,769.0,2442.0,701.0,218.0,75.66,86.08,76.36,78.0,90.0,78.0,4421.07,3361.0,3356.71,561.0,36.84,39.52,39.74,234.15,234.42,228.98,2455.33,234.26,168.97,559.34,79.99,1374.45,1010.19,225.88,235.71,227.26,2548.0,896.0,1177.0,4621.0,255.0,176.0,41.0,604.0,75.0,1030.0,1304.0,2293.0,3189.0,743.0,2509.0,1566.0,513.0,891.0,2629.0,598.0,217.0,79.17,73.07,82.01,94.0,74.0,87.0,4658.36,3444.0,3466.13,651.0,37.61,37.51,37.51,233.24,234.46,228.34,0
0.46,0.47,0.47,299256.0,2265.5,206.44,152.1,511.56,73.89,1265.45,919.57,198.29,205.41,197.27,2279.0,850.0,913.0,4042.0,180.0,137.0,36.0,564.0,94.0,939.0,1215.0,2099.0,2949.0,733.0,2422.0,1661.0,467.0,624.0,2301.0,661.0,167.0,66.49,79.8,60.15,53.0,63.0,64.0,4007.07,3129.0,3106.48,344.0,33.38,34.16,36.89,202.93,201.83,196.75,2548.49,242.41,169.32,578.55,85.14,1395.89,1044.7,233.44,243.86,234.89,2573.0,943.0,1030.0,4546.0,241.0,162.0,50.0,681.0,102.0,1019.0,1311.0,2332.0,3275.0,727.0,2498.0,1735.0,564.0,504.0,2578.0,725.0,213.0,77.44,87.33,77.64,71.0,84.0,86.0,4596.4,3516.0,3550.22,253.0,37.47,35.23,38.79,241.1,242.76,237.31,0
0.56,0.54,0.55,297847.0,2727.97,254.31,183.34,633.44,89.33,1501.26,1131.33,241.37,255.36,242.38,2721.0,1072.0,1221.0,5014.0,232.0,169.0,41.0,675.0,115.0,1174.0,1428.0,2489.0,3561.0,769.0,2686.0,1776.0,616.0,711.0,2822.0,733.0,238.0,78.9,88.62,86.78,75.0,71.0,86.0,5050.5,3793.0,3816.69,316.0,40.57,38.99,40.07,254.8,255.72,247.85,2222.81,196.81,152.81,515.28,73.02,1238.99,919.1,189.65,197.26,190.06,2197.0,899.0,1094.0,4190.0,209.0,143.0,35.0,524.0,78.0,946.0,1196.0,1988.0,2887.0,735.0,2359.0,1989.0,806.0,902.0,2307.0,600.0,189.0,62.25,72.51,62.06,60.0,83.0,66.0,4167.56,3096.0,3086.38,419.0,33.67,33.69,35.73,194.76,194.95,190.97,1
0.5,0.49,0.5,297879.0,2291.38,208.51,158.24,519.31,72.88,1296.55,952.51,202.45,210.07,203.96,2331.0,877.0,1069.0,4277.0,233.0,149.0,33.0,552.0,79.0,955.0,1240.0,2098.0,2975.0,656.0,2438.0,1688.0,519.0,431.0,2436.0,593.0,179.0,69.52,69.91,69.09,74.0,79.0,80.0,4299.49,3208.0,3229.53,283.0,34.49,30.62,30.77,212.23,213.66,210.38,2333.66,205.8,157.88,532.78,73.88,1302.27,956.38,199.08,205.82,199.13,2327.0,902.0,1135.0,4364.0,216.0,150.0,33.0,607.0,96.0,913.0,1248.0,2111.0,3013.0,614.0,2411.0,1811.0,516.0,549.0,2470.0,575.0,184.0,68.32,70.25,67.22,71.0,69.0,76.0,4343.67,3229.0,3217.06,304.0,35.04,32.61,33.08,207.77,207.71,203.63,1
0.47,0.49,0.48,301114.0,2353.89,205.75,161.14,529.45,76.13,1323.32,974.22,198.55,205.36,198.23,2335.0,935.0,1016.0,4286.0,198.0,147.0,38.0,595.0,85.0,951.0,1294.0,2137.0,3072.0,672.0,2520.0,1644.0,432.0,669.0,2478.0,612.0,180.0,71.47,74.0,60.27,69.0,64.0,65.0,4259.93,3270.0,3254.65,351.0,35.7,36.38,38.31,203.13,202.98,199.31,2505.48,227.74,172.1,569.34,80.98,1397.36,1034.48,219.1,228.78,220.14,2510.0,972.0,1066.0,4548.0,244.0,160.0,43.0,549.0,70.0,1119.0,1340.0,2266.0,3238.0,707.0,2338.0,1809.0,482.0,716.0,2575.0,697.0,210.0,72.13,85.56,70.06,94.0,72.0,78.0,4584.17,3482.0,3506.97,413.0,37.84,34.27,35.65,229.94,231.12,225.69,0
0.52,0.5,0.51,299390.0,2632.93,259.25,188.43,597.83,85.37,1444.74,1059.56,250.21,261.64,252.5,2751.0,901.0,1166.0,4818.0,278.0,235.0,55.0,626.0,127.0,1135.0,1251.0,2473.0,3374.0,655.0,2452.0,2060.0,532.0,658.0,2595.0,810.0,247.0,78.65,98.91,81.69,78.0,109.0,91.0,4871.67,3652.0,3690.39,321.0,41.45,51.98,52.91,246.68,248.75,243.63,2561.98,243.0,176.37,586.8,82.61,1389.35,1056.85,231.89,243.31,232.16,2671.0,878.0,1307.0,4856.0,229.0,236.0,44.0,547.0,105.0,1117.0,1315.0,2442.0,3320.0,654.0,2702.0,2352.0,538.0,596.0,2582.0,720.0,247.0,71.62,89.01,82.37,67.0,83.0,79.0,4840.08,3549.0,3540.22,331.0,39.36,50.15,52.48,228.92,228.95,222.48,1
0.48,0.5,0.51,297607.0,2597.01,240.84,179.96,595.28,85.72,1463.27,1047.0,230.97,240.45,230.54,2506.0,1107.0,1277.0,4890.0,222.0,227.0,46.0,535.0,96.0,1153.0,1380.0,2284.0,3391.0,726.0,2551.0,1552.0,531.0,789.0,2685.0,685.0,243.0,75.61,82.95,82.29,72.0,75.0,75.0,4858.14,3613.0,3591.97,409.0,39.84,48.9,49.57,231.12,230.58,224.8,2528.86,260.94,174.98,581.48,84.08,1375.29,1017.22,248.49,262.19,249.78,2442.0,1052.0,1330.0,4824.0,260.0,244.0,47.0,528.0,83.0,1100.0,1279.0,2182.0,3234.0,742.0,2560.0,1529.0,498.0,708.0,2520.0,678.0,296.0,72.97,84.07,103.91,79.0,88.0,93.0,4854.34,3494.0,3514.37,383.0,38.84,57.46,57.93,241.85,243.2,238.2,0
0.52,0.51,0.51,299288.0,2475.32,240.46,174.35,558.07,80.04,1403.08,1014.0,231.36,240.72,231.54,2454.0,1016.0,1135.0,4605.0,230.0,168.0,33.0,613.0,84.0,1118.0,1257.0,2224.0,3240.0,787.0,2376.0,1842.0,502.0,710.0,2514.0,751.0,205.0,75.62,90.61,74.23,66.0,87.0,77.0,4589.07,3470.0,3462.74,400.0,38.66,36.22,36.97,242.15,241.97,236.32,2435.46,225.42,171.21,551.25,78.9,1377.9,996.32,218.35,226.79,219.69,2492.0,909.0,1014.0,4415.0,224.0,162.0,33.0,605.0,99.0,1052.0,1259.0,2268.0,3177.0,808.0,2609.0,1843.0,509.0,659.0,2506.0,707.0,188.0,73.02,85.46,66.94,79.0,77.0,68.0,4440.68,3401.0,3422.0,374.0,37.95,36.21,36.5,226.87,228.28,224.05,0
0.5,0.52,0.52,298389.0,2495.53,231.91,171.18,562.39,79.73,1386.14,1054.73,224.38,235.02,227.45,2495.0,992.0,1191.0,4678.0,261.0,170.0,32.0,627.0,68.0,1100.0,1261.0,2234.0,3226.0,708.0,2385.0,1727.0,643.0,853.0,2597.0,691.0,199.0,78.16,83.29,70.45,81.0,101.0,79.0,4768.83,3487.0,3548.22,487.0,37.73,34.4,35.04,234.53,237.6,232.64,2358.59,230.66,164.95,544.78,76.73,1302.74,955.14,219.95,228.81,218.16,2282.0,993.0,1102.0,4377.0,177.0,201.0,41.0,584.0,91.0,1038.0,1184.0,2105.0,3098.0,663.0,2400.0,1758.0,676.0,792.0,2392.0,644.0,239.0,69.13,78.65,82.89,45.0,57.0,75.0,4299.12,3275.0,3225.8,512.0,36.64,46.41,47.01,220.3,218.43,212.69,1
0.45,0.49,0.48,297227.0,2274.53,192.15,157.51,517.58,74.63,1308.74,964.39,183.79,190.42,182.13,2304.0,911.0,1130.0,4345.0,165.0,166.0,23.0,555.0,88.0,938.0,1303.0,2139.0,3050.0,707.0,2631.0,1687.0,598.0,567.0,2546.0,504.0,165.0,72.06,60.95,59.14,67.0,52.0,46.0,4248.53,3215.0,3159.77,305.0,34.6,35.23,36.0,190.75,189.07,183.74,2486.37,235.28,171.57,567.32,81.22,1410.31,1044.3,223.47,238.66,226.7,2603.0,907.0,1076.0,4586.0,276.0,201.0,44.0,616.0,101.0,1000.0,1316.0,2327.0,3234.0,644.0,2276.0,1284.0,673.0,521.0,2631.0,650.0,229.0,72.66,78.36,84.26,92.0,99.0,85.0,4708.68,3510.0,3587.74,271.0,37.54,45.58,46.48,226.34,229.52,223.15,0
0.51,0.51,0.51,299242.0,2493.91,221.92,171.67,584.18,80.65,1376.23,1013.36,213.19,223.44,214.71,2460.0,988.0,1287.0,4735.0,223.0,205.0,34.0,552.0,103.0,1093.0,1272.0,2237.0,3225.0,697.0,2516.0,1864.0,531.0,933.0,2609.0,625.0,214.0,73.51,77.2,71.21,84.0,70.0,69.0,4760.01,3448.0,3466.44,729.0,37.44,42.58,42.58,216.79,218.13,213.76,2353.35,215.26,162.26,539.04,75.71,1305.5,973.24,207.43,215.71,207.89,2429.0,842.0,1213.0,4484.0,198.0,149.0,29.0,645.0,78.0,1052.0,1150.0,2231.0,3073.0,620.0,2483.0,2351.0,511.0,931.0,2454.0,622.0,195.0,70.89,76.91,67.46,78.0,67.0,53.0,4487.18,3271.0,3278.49,707.0,35.89,32.65,33.22,217.92,218.38,213.36,1
